domain,price,description,for_sale,personal_store,auto_renew
"vapenight",55,,FALSE,TRUE,TRUE
"astrodawn",55,,FALSE,TRUE,TRUE
"drugdex",222,,FALSE,TRUE,TRUE
"uneidlich",22,,FALSE,TRUE,TRUE
"spacexstock",55,,FALSE,TRUE,TRUE
"beefprice",222,,FALSE,TRUE,TRUE
"cheappart",22,,FALSE,TRUE,TRUE
"depotrestaurant",22,,FALSE,TRUE,TRUE
"createyourhappy",11,,FALSE,TRUE,TRUE
"cookingwithbeer",22,,FALSE,TRUE,TRUE
"inmatesontheweb",11,,FALSE,TRUE,TRUE
"brooklyntourism",22,,FALSE,TRUE,TRUE
"creditprovider",22,,FALSE,TRUE,TRUE
"everythingcheap",22,,FALSE,TRUE,TRUE
"gulfwartimeline",11,,FALSE,TRUE,TRUE
"electricwelding",11,,FALSE,TRUE,TRUE
"hiddenbookshelf",11,,FALSE,TRUE,TRUE
"internetroaming",22,,FALSE,TRUE,TRUE
"autospecialties",11,,FALSE,TRUE,TRUE
"blankbackground",11,,FALSE,TRUE,TRUE
"fightingchairs",11,,FALSE,TRUE,TRUE
"christmasraffle",11,,FALSE,TRUE,TRUE
"bestsoundtrack",11,,FALSE,TRUE,TRUE
"getmeouttahere",22,,FALSE,TRUE,TRUE
"enjoythemoments",11,,FALSE,TRUE,TRUE
"englishcastles",111,,FALSE,TRUE,TRUE
"clearsunglasses",22,,FALSE,TRUE,TRUE
"equestriancoach",22,,FALSE,TRUE,TRUE
"onlineshopchina",22,,FALSE,TRUE,TRUE
"exhibitservice",22,,FALSE,TRUE,TRUE
"chaletski",22,,FALSE,TRUE,TRUE
"snowbrand",22,,FALSE,TRUE,TRUE
"siteologist",22,,FALSE,TRUE,TRUE
"deskheaven",22,,FALSE,TRUE,TRUE
"resourcio",55,,FALSE,TRUE,TRUE
"mintsilo",33,,FALSE,TRUE,TRUE
"twofanatics",22,,FALSE,TRUE,TRUE
"rentboards",22,,FALSE,TRUE,TRUE
"xempted",22,,FALSE,TRUE,TRUE
"sportcritic",222,,FALSE,TRUE,TRUE
"lustfullove",111,,FALSE,TRUE,TRUE
"indexpenny",55,,FALSE,TRUE,TRUE
"graduationnight",22,,FALSE,TRUE,TRUE
"surjan",55,,FALSE,TRUE,TRUE
"activewager",22,,FALSE,TRUE,TRUE
"wokegeek",55,,FALSE,TRUE,TRUE
"brokenigger",55,"broke nigger | broken nigger",FALSE,TRUE,TRUE
"moremart",111,,FALSE,TRUE,TRUE
"simfile",22,,FALSE,TRUE,TRUE
"52-cardpickup",52,,FALSE,TRUE,TRUE
"dadsofdiy",55,,FALSE,TRUE,TRUE
"lifespin",222,,FALSE,TRUE,TRUE
"overearn",55,,FALSE,TRUE,TRUE
"trigerd",111,,FALSE,TRUE,TRUE
"xxxxxxxxxxxxxxxxxxxxxxxxxxxxx",22,,FALSE,TRUE,TRUE
"raredrinks",22,,FALSE,TRUE,TRUE
"lemonfa",11,,FALSE,TRUE,TRUE
"nastyuk",222,"nasty yuk | nasty UK",FALSE,TRUE,TRUE
"manxiety",55,,FALSE,TRUE,TRUE
"vaccinedesk",22,,FALSE,TRUE,TRUE
"familyfirewall",22,,FALSE,TRUE,TRUE
"europlus",22,,FALSE,TRUE,TRUE
"dadgets",55,,FALSE,TRUE,TRUE
"zledgehog",11,,FALSE,TRUE,TRUE
"greymobile",11,,FALSE,TRUE,TRUE
"tribalsite",111,,FALSE,TRUE,TRUE
"sitesite",111,the.sitesite,FALSE,TRUE,TRUE
"flag-store",22,,FALSE,TRUE,TRUE
"indiaway",222,"India way | India away",FALSE,TRUE,TRUE
"cafesito",44,"ES 'little coffee'",FALSE,TRUE,TRUE
"spanishdelight",22,,FALSE,TRUE,TRUE
"degenzoo",111,,FALSE,TRUE,TRUE
"assassina",22,,FALSE,TRUE,TRUE
"usahere",55,,FALSE,TRUE,TRUE
"rastamagic",33,,FALSE,TRUE,TRUE
"protoprogram",22,,FALSE,TRUE,TRUE
"appproposal",22,,FALSE,TRUE,TRUE
"fortunetrain",22,,FALSE,TRUE,TRUE
"firemama",55,,FALSE,TRUE,TRUE
"estyled",33,,FALSE,TRUE,TRUE
"flipyeah",55,,FALSE,TRUE,TRUE
"binaryarea",22,,FALSE,TRUE,TRUE
"bloodinstinct",22,,FALSE,TRUE,TRUE
"stardiets",55,,FALSE,TRUE,TRUE
"globalmachinery",22,,FALSE,TRUE,TRUE
"naturaled",33,"natural LED",FALSE,TRUE,TRUE
"1000words",1111,"Just picture it .....!",FALSE,TRUE,TRUE
"everyai",222,,FALSE,TRUE,TRUE
"lunarai",222,,FALSE,TRUE,TRUE
"howdoibuy",33,,FALSE,TRUE,TRUE
"moreshop",111,,FALSE,TRUE,TRUE
"4zen",444,,FALSE,TRUE,TRUE
"247w3",111,,FALSE,TRUE,TRUE
"rob-u",55,,FALSE,TRUE,TRUE
"u-rob",55,,FALSE,TRUE,TRUE
"domain-gallery",55,,FALSE,TRUE,TRUE
"nseth",44,,FALSE,TRUE,TRUE
"app1a",22,,FALSE,TRUE,TRUE
"r8edu",44,,FALSE,TRUE,TRUE
"r8eth",88,,FALSE,TRUE,TRUE
"ethyk",888,,FALSE,TRUE,TRUE
"sayut",222,,FALSE,TRUE,TRUE
"illionth",111,,FALSE,TRUE,TRUE
"darkwebai",55,,FALSE,TRUE,TRUE
"grandchat",55,,FALSE,TRUE,TRUE
"archiex",22,,FALSE,TRUE,TRUE
"tronaut",22,,FALSE,TRUE,TRUE
"boredaip",111,,FALSE,TRUE,TRUE
"boundaryrider",33,,FALSE,TRUE,TRUE
"eatark",22,,FALSE,TRUE,TRUE
"ezhot",55,,FALSE,TRUE,TRUE
"rylife",22,,FALSE,TRUE,TRUE
"openuser",111,,FALSE,TRUE,TRUE
"2finity",22,,FALSE,TRUE,TRUE
"ucorps",222,,FALSE,TRUE,TRUE
"lifebets",33,,FALSE,TRUE,TRUE
"treattrove",22,,FALSE,TRUE,TRUE
"travelzooz",22,,FALSE,TRUE,TRUE
"worldtrail",22,,FALSE,TRUE,TRUE
"giftxmas",22,,FALSE,TRUE,TRUE
"technothink",22,"techno-think | tech-no-think",FALSE,TRUE,TRUE
"wealthworx",22,,FALSE,TRUE,TRUE
"6gun",666,,FALSE,TRUE,TRUE
"morevote",33,,FALSE,TRUE,TRUE
"morelaws",22,,FALSE,TRUE,TRUE
"ecotraders",55,,FALSE,TRUE,TRUE
"ecoutility",55,,FALSE,TRUE,TRUE
"grandmoon",111,,FALSE,TRUE,TRUE
"pornosession",55,,FALSE,TRUE,TRUE
"minerz",1010,,FALSE,TRUE,TRUE
"healthmed",22,,FALSE,TRUE,TRUE
"furryfrenz",22.22,,FALSE,TRUE,TRUE
"eatfrenzy",22,,FALSE,TRUE,TRUE
"xn--9o8hqe95ck0eqa",,,FALSE,TRUE,TRUE
"aiguides",222,,FALSE,TRUE,TRUE
"trappists",44,,FALSE,TRUE,TRUE
"hodlbag",777,,FALSE,TRUE,TRUE
"seochecker",201,,FALSE,TRUE,TRUE
"precrowd",999,,FALSE,TRUE,TRUE
"hagsdorf",44,"Bavarian town",FALSE,TRUE,TRUE
"xn--lo8hk4aycty",,,FALSE,TRUE,TRUE
"xn--64h4989nda",,,FALSE,TRUE,TRUE
"holistique",2788,"FR 'holistic'.",FALSE,TRUE,TRUE
"fishroe",55,,FALSE,TRUE,TRUE
"unlipped",22,,FALSE,TRUE,TRUE
"darkdweb",888,,FALSE,TRUE,TRUE
"rched",33,,FALSE,TRUE,TRUE
"xn--pciv848mbda",,,FALSE,TRUE,TRUE
"retyped",100,"Whether it be re-styled, or put in a new format some other way, this would seem a most useful name.",FALSE,TRUE,TRUE
"xn--gs8hvx",,,FALSE,TRUE,TRUE
"xn--2p8h3cy7m",,,FALSE,TRUE,TRUE
"xn--h4h8091oja",,,FALSE,TRUE,TRUE
"xn--h4h2510oi9c",,,FALSE,TRUE,TRUE
"earmint",22,,FALSE,TRUE,TRUE
"w3belf",33,,FALSE,TRUE,TRUE
"readabl",55,,FALSE,TRUE,TRUE
"agiftforyou",55,,FALSE,TRUE,TRUE
"xn--hoh66f56ag053i",,,FALSE,TRUE,TRUE
"chingoje",80,"A park in Iringa, Tanzania; or Spanish 'shit' (by Ggl-Transl8).",FALSE,TRUE,TRUE
"dimuanya",22,"Indonesian 'in all'; Angolan town.",FALSE,TRUE,TRUE
"arsenal-fan",33,,FALSE,TRUE,TRUE
"xn--ml8hc72p",,,FALSE,TRUE,TRUE
"xn--64h4989n",,,FALSE,TRUE,TRUE
"geigers",69,,FALSE,TRUE,TRUE
"token-wallet",111,,FALSE,TRUE,TRUE
"birthdaybot",22,,FALSE,TRUE,TRUE
"tweenparty",22,,FALSE,TRUE,TRUE
"ganjagrotto",22.22,,FALSE,TRUE,TRUE
"xn--5p9hia",,,FALSE,TRUE,TRUE
"xn--53h0179n6wabe48i",22,-bee-tea-see-rocket-moon-,FALSE,TRUE,TRUE
"xn--0p9hyl",,,FALSE,TRUE,TRUE
"xn--v4h83a2671i",,,FALSE,TRUE,TRUE
"branchise",444,,FALSE,TRUE,TRUE
"xn--f77hbd1d",,,FALSE,TRUE,TRUE
"xn--2p8h50f",,,FALSE,TRUE,TRUE
"manfriday",11,,FALSE,TRUE,TRUE
"ndations",22,,FALSE,TRUE,TRUE
"slowtravel",555,,FALSE,TRUE,TRUE
"poppizzazz",22,,FALSE,TRUE,TRUE
"cevichebar",22,,FALSE,TRUE,TRUE
"crooksncastles",444,https://crooksncastles.com/pages/about-us,FALSE,TRUE,TRUE
"xn--6bi2648mteaa",,,FALSE,TRUE,TRUE
"barnaclebob",11,"An octopus from the Freddi Fish series; he always says everything in rhyme.... OR .... A celebrity living among a group of people, unknown.",FALSE,TRUE,TRUE
"blackflat",22,"coffee, or bitumen ... ?? :-)",FALSE,TRUE,TRUE
"blackmount",111,,FALSE,TRUE,TRUE
"bluffrock",22,,FALSE,TRUE,TRUE
"blueknob",22,,FALSE,TRUE,TRUE
"boggyplain",11,,FALSE,TRUE,TRUE
"bangaroo",444,"Just don't ask awkward questions.......!",FALSE,TRUE,TRUE
"bigbell",22,,FALSE,TRUE,TRUE
"caioxo",90,"Portuguese, caio: ENGLISH, fall ..\n'get well soon' or 'kiss it better' :-) \n",FALSE,TRUE,TRUE
"kittenegg",999,"Imagine it :-) !!",FALSE,TRUE,TRUE
"kittenbach",555,"Town in Styria, Austria .. or a very musical young cat!",FALSE,TRUE,TRUE
"kittenberg",444,"A town in Bavaria .. or a _very_ large young cat!",FALSE,TRUE,TRUE
"biddeston",22,"Rural town and locality in the Toowoomba Region, Queensland, Australia. In the 2016 census, Biddeston had a population of 284 people.",FALSE,TRUE,TRUE
"vulpmes",22,,FALSE,TRUE,TRUE
"waben",88,"DE honeycomb",FALSE,TRUE,TRUE
"gehort",444,"DE verb - belong, pertain, appertain, deserve",FALSE,TRUE,TRUE
"mindfulnessmatters",22.22,,FALSE,TRUE,TRUE
"dyeing",456,"Color/colour your life!! :-)",FALSE,TRUE,TRUE
"xn--kg8h8m",,,FALSE,TRUE,TRUE
"s-e-l-l",777,,FALSE,TRUE,TRUE
"xn--57h4771o",,,FALSE,TRUE,TRUE
"xn--57h0579n",,,FALSE,TRUE,TRUE
"daycrypto",4321,,FALSE,TRUE,TRUE
"cryptostill",213,,FALSE,TRUE,TRUE
"cryptostep",211,,FALSE,TRUE,TRUE
"cryptoshoot",2112,,FALSE,TRUE,TRUE
"xn--on8hea15ab",,,FALSE,TRUE,TRUE
"xn--nl8h91b",,,FALSE,TRUE,TRUE
"fingerspelling",333,"Representation of the letters of a writing system, and sometimes numeral systems, using only the hands.",FALSE,TRUE,TRUE
"thenbtc",333,,FALSE,TRUE,TRUE
"cryptofact",333,,FALSE,TRUE,TRUE
"rebelnomad",55,,FALSE,TRUE,TRUE
"changestate",22,,FALSE,TRUE,TRUE
"trans-action",44,,FALSE,TRUE,TRUE
"ohforkme",44,,FALSE,TRUE,TRUE
"xn--is8hka",,,FALSE,TRUE,TRUE
"glucklich",444,"DE adjective - happy, lucky, fortunate .. adverb - happily, by luck, through luck",FALSE,TRUE,TRUE
"lostbtc",222,,FALSE,TRUE,TRUE
"j33z",55,,FALSE,TRUE,TRUE
"xn--9o8hkhx1j",,,FALSE,TRUE,TRUE
"price-watch",44,,FALSE,TRUE,TRUE
"facebookhelp",11,,FALSE,TRUE,TRUE
"bigbog",55,,FALSE,TRUE,TRUE
"truffledog",44,,FALSE,TRUE,TRUE
"nfteggsurprise",444,,FALSE,TRUE,TRUE
"webfintech",68,,FALSE,TRUE,TRUE
"bagaco",222,"bag a co [grab a company] \ PT 'brandy'",FALSE,TRUE,TRUE
"xn--64h4989nca",,,FALSE,TRUE,TRUE
"xn--pr9hwa23a",,,FALSE,TRUE,TRUE
"highfivehandshake",555,,FALSE,TRUE,TRUE
"astronews",66,,FALSE,TRUE,TRUE
"quirioco",,,FALSE,TRUE,TRUE
"bananapocket",22,"Town in Whitsunday (Queensland) is a town in Australia ... or .. is that a banana in your pocket, or are you just glad to see me...?",FALSE,TRUE,TRUE
"hungerburg",77,,FALSE,TRUE,TRUE
"truffledoge",444,,FALSE,TRUE,TRUE
"kienegg",11,""'Was" [Maltese] egg; otherwise situated in Neunkirchen, Niederosterreich, Austria.",FALSE,TRUE,TRUE
"musketeerscharacters",88,,FALSE,TRUE,TRUE
"xn--6bi2648mkbaa",,,FALSE,TRUE,TRUE
"xn--l3h20aja22528bfaghij",,,FALSE,TRUE,TRUE
"pairoff",55,,FALSE,TRUE,TRUE
"trufflepig",44,,FALSE,TRUE,TRUE
"bighandshake",555,,FALSE,TRUE,TRUE
"fliyer",22,[flier\flyer],FALSE,TRUE,TRUE
"ambonga",11,,FALSE,TRUE,TRUE
"tobut",2222,"to say 'but...' [OR.. Uzbek 'coffin' .. OR .. a populated place in the municipality of Lopare, Bosnia and Herzegovina]",FALSE,TRUE,TRUE
"bokowen",55,"Polish sideways",FALSE,TRUE,TRUE
"xn--ml8hc63p",,,FALSE,TRUE,TRUE
"xn--t38hmg",,,FALSE,TRUE,TRUE
"xn--q68hp5c",,,FALSE,TRUE,TRUE
"xn--j38h5g",,,FALSE,TRUE,TRUE
"twitwise",22,,FALSE,TRUE,TRUE
"closetimes",22,,FALSE,TRUE,TRUE
"territoriums",55,"plural - The land around or within the boundaries of a town; territory [latin]",FALSE,TRUE,TRUE
"xn--g6h9410oeaesot60sdxq",,,FALSE,TRUE,TRUE
"blockcorp",1515,,FALSE,TRUE,TRUE
"freeworlddomains",55,,FALSE,TRUE,TRUE
"xn--v4h8220o",,,FALSE,TRUE,TRUE
"dogevote",444,,FALSE,TRUE,TRUE
"xn--em8hzc61p",,,FALSE,TRUE,TRUE
"cryptoyet",211,,FALSE,TRUE,TRUE
"divergentcapital",321,,FALSE,TRUE,TRUE
"chainarts",22,,FALSE,TRUE,TRUE
"cryptoblue",333,,FALSE,TRUE,TRUE
"cryptotype",333,,FALSE,TRUE,TRUE
"btcsimilar",99,,FALSE,TRUE,TRUE
"coinpush",99,,FALSE,TRUE,TRUE
"thatblockchain",22,,FALSE,TRUE,TRUE
"hangblockchain",22,,FALSE,TRUE,TRUE
"xn--7biw910n",,,FALSE,TRUE,TRUE
"xn--8biw468m",,,FALSE,TRUE,TRUE
"ucubit",22,,FALSE,TRUE,TRUE
"godupdates",555,,FALSE,TRUE,TRUE
"onestraw",22,,FALSE,TRUE,TRUE
"geometra",222,"IN 'geometrician' | genus of moths",FALSE,TRUE,TRUE
"movenft",1414,,FALSE,TRUE,TRUE
"nudetoken",111,,FALSE,TRUE,TRUE
"grabac",55,"ES 'record'",FALSE,TRUE,TRUE
"xn--eih9625p",,,FALSE,TRUE,TRUE
"eartharoma",22,,FALSE,TRUE,TRUE
"finew3b",33,,FALSE,TRUE,TRUE
"oldnerd",55,,FALSE,TRUE,TRUE
"digitrail",55,,FALSE,TRUE,TRUE
"bitcoinstacker",111,,FALSE,TRUE,TRUE
"kaliyuga",22,,FALSE,TRUE,TRUE
"xn--ug8h7a",,,FALSE,TRUE,TRUE
"nftvisa",88,,FALSE,TRUE,TRUE
"dighair",22,,FALSE,TRUE,TRUE
"diganga",22,,FALSE,TRUE,TRUE
"grabezmala",22,"BU 'grabbed' .. \ni grabbed it - you can too!",FALSE,TRUE,TRUE
"gostilij",111,"Slovenian 'inns'",FALSE,TRUE,TRUE
"kelime",222,,FALSE,TRUE,TRUE
"tiskovac",22,"Czech 'printer' [OR .. a place is situated in Zadar-Knin, Croatia]",FALSE,TRUE,TRUE
"privacyapp",66,,FALSE,TRUE,TRUE
"superscalar",44,,FALSE,TRUE,TRUE
"aklame",55,"Haitian Creole 'acclaimed'",FALSE,TRUE,TRUE
"xn--lv8hii",,,FALSE,TRUE,TRUE
"systray",44,,FALSE,TRUE,TRUE
"up-skill",444,,FALSE,TRUE,TRUE
"xn--fiq241nqud",,,FALSE,TRUE,TRUE
"boassa",999,"PT 'goodness'",FALSE,TRUE,TRUE
"bosseye",555,"In jamaica this word means looking or waiting for a bus; in trinidad it means looking or wanting to get punched [urbandictionary].",FALSE,TRUE,TRUE
"betraders",22,,FALSE,TRUE,TRUE
"galaxyglow",22,,FALSE,TRUE,TRUE
"charababil",11,"village in Raipur, India",FALSE,TRUE,TRUE
"bodgi",44,,FALSE,TRUE,TRUE
"dugolaz",55,"Croatian 'long-distance'",FALSE,TRUE,TRUE
"alphashake",33,,FALSE,TRUE,TRUE
"srednje",22,"Slovenian 'medium'",FALSE,TRUE,TRUE
"spasovnica",22,"BU lifeguard",FALSE,TRUE,TRUE
"naturecrossroad",22.22,,FALSE,TRUE,TRUE
"sys-admin",66,,FALSE,TRUE,TRUE
"xn--mn8h7ez3c",,,FALSE,TRUE,TRUE
"how2code",222,,FALSE,TRUE,TRUE
"changeblockchain",22,,FALSE,TRUE,TRUE
"spacecraft-shop",11,,FALSE,TRUE,TRUE
"yummyfoodbites",22,,FALSE,TRUE,TRUE
"xn--5k8h7s",,,FALSE,TRUE,TRUE
"cryptominersgroup",170,,FALSE,TRUE,TRUE
"torosbravos",111,,FALSE,TRUE,TRUE
"handshakeoasis",555,,FALSE,TRUE,TRUE
"nowhandshake",555,,FALSE,TRUE,TRUE
"wildcaughtfish",555,,FALSE,TRUE,TRUE
"respondwell",11,,FALSE,TRUE,TRUE
"typecasting",444,,FALSE,TRUE,TRUE
"tradebody",444,,FALSE,TRUE,TRUE
"titlebar",44,,FALSE,TRUE,TRUE
"supernovaremnant",22,,FALSE,TRUE,TRUE
"comunidadrodeo",11,"ES community rodeo",FALSE,TRUE,TRUE
"axinim",22,"axin' 'im [giving him the boot\sack]",FALSE,TRUE,TRUE
"poddrezanj",55,"Slovenian 'undercuts'",FALSE,TRUE,TRUE
"azevedosodre",22,"PT sourdough",FALSE,TRUE,TRUE
"reeferparadise",22.22,,FALSE,TRUE,TRUE
"dondaii",22,,FALSE,TRUE,TRUE
"dongi",99,"Put on a gi [JP martial arts suit].",FALSE,TRUE,TRUE
"sumjet",55,"some jet .. pick your airline [and its cost] !",FALSE,TRUE,TRUE
"000acr",99,"ooo's of acres [for sale]",FALSE,TRUE,TRUE
"gomasta",111,"Master of Go language",FALSE,TRUE,TRUE
"bamnia",22,"Jhabua district, Madhya Pradesh, India",FALSE,TRUE,TRUE
"andudu",111,".. and doodoo .. well, wot a load of ..........!",FALSE,TRUE,TRUE
"banbaria",22,,FALSE,TRUE,TRUE
"andata",2222,"and data [OR .. IT 'gone']",FALSE,TRUE,TRUE
"gamifies",555,,FALSE,TRUE,TRUE
"tipure",11,,FALSE,TRUE,TRUE
"tilava",22,"FI 'spacious'",FALSE,TRUE,TRUE
"timarci",11,"located in Bosnia and Herzegovina about 102 mi (or 163 km) north-west of Sarajevo, the country's capital",FALSE,TRUE,TRUE
"spraca",22,"PO runs back",FALSE,TRUE,TRUE
"srebrnica",111,https://en.wikipedia.org/wiki/Srebrenica,FALSE,TRUE,TRUE
"sokolice",55,"Croatian falcons",FALSE,TRUE,TRUE
"sorde",111,"IT deaf",FALSE,TRUE,TRUE
"srebrnik",22,"Slovenian silver",FALSE,TRUE,TRUE
"meetblockchain",11,,FALSE,TRUE,TRUE
"spanici",111,"IT spanic",FALSE,TRUE,TRUE
"sosici",111,"SOS ici FR] - 'Help here!' .. ALSO a place in Croatia",FALSE,TRUE,TRUE
"solaje",111,"ES solace",FALSE,TRUE,TRUE
"spreca",22,"IT 'wastes'",FALSE,TRUE,TRUE
"solici",222,"ES 'I requested'",FALSE,TRUE,TRUE
"podgalevi",22,"BU subchapters",FALSE,TRUE,TRUE
"posern",22,"Was a province of Prussia; present-day Poznań, Poland - https://en.wikipedia.org/wiki/Province_of_Posen [also surname]",FALSE,TRUE,TRUE
"arroiodaseca",11,"PT stream-drought",FALSE,TRUE,TRUE
"argolas",22,"PT ring, hoop, link",FALSE,TRUE,TRUE
"pervici",11,"perv is he'",FALSE,TRUE,TRUE
"arrieiro",11,"Galician carrier",FALSE,TRUE,TRUE
"baiabranca",22,"PT white bay",FALSE,TRUE,TRUE
"osterwasser",22,,FALSE,TRUE,TRUE
"banagram",22,,FALSE,TRUE,TRUE
"ofenau",55,"of English Australian",FALSE,TRUE,TRUE
"ovcari",22,"Bosnian 'sheep'",FALSE,TRUE,TRUE
"pyot",444.44,"pik-ur-own-talent\team\time\trash | Put Yourself Out There | Print Your Own Tee | magpie | piebald horse",FALSE,TRUE,TRUE
"xn--45qu04cprp",,,FALSE,TRUE,TRUE
"ozreni",22,"BU 'mature'",FALSE,TRUE,TRUE
"xn--55q5d944a",,,FALSE,TRUE,TRUE
"xn--fiqr1kovf8vfd89d",,,FALSE,TRUE,TRUE
"xn--fiqr1kb8cf1cus5h",,,FALSE,TRUE,TRUE
"xn--4kqw3e63mcrc",,,FALSE,TRUE,TRUE
"xn--v77hga61r",,,FALSE,TRUE,TRUE
"xn--53tu51j",,,FALSE,TRUE,TRUE
"xn--g77hwa349aca",,,FALSE,TRUE,TRUE
"neversaygoodbye",55,,FALSE,TRUE,TRUE
"xn--xp8hyg",,,FALSE,TRUE,TRUE
"sping",22,,FALSE,TRUE,TRUE
"bootos",3333,"boot OS",FALSE,TRUE,TRUE
"uri30",15,"Uniform Resource Identifier | URI-30 Bladder control,Stops Urges,Frequent Urination,Homeopathic Pills.Urinary Incontinence",FALSE,TRUE,TRUE
"tkoin",111,"tko [total knockout] coin",FALSE,TRUE,TRUE
"mysite21",55,,FALSE,TRUE,TRUE
"falcondo",44,"Falconbridge Dominicana S.A. (Falcondo), owned by Americano Nickel Ltd, operates the Falcondo ferronickel mine in the Dominican Republic.",FALSE,TRUE,TRUE
"dynotic",22,,FALSE,TRUE,TRUE
"qwipper",22,,FALSE,TRUE,TRUE
"coolary",111,"a Studio on Scratch",FALSE,TRUE,TRUE
"vrdrift",222,,FALSE,TRUE,TRUE
"menumap",55,,FALSE,TRUE,TRUE
"seosy",55,,FALSE,TRUE,TRUE
"dellage",11,,FALSE,TRUE,TRUE
"windivo",22,,FALSE,TRUE,TRUE
"dopego",222,"ES 'i hit' | PT 'of the caught'",FALSE,TRUE,TRUE
"zenment",44,,FALSE,TRUE,TRUE
"pubmata",22,,FALSE,TRUE,TRUE
"biairdrop",22,,FALSE,TRUE,TRUE
"mintila",222,"Mintila Hot Chocolate (Tequila Mint)",FALSE,TRUE,TRUE
"skichains",99,,FALSE,TRUE,TRUE
"coinbeg",555,,FALSE,TRUE,TRUE
"btcprincess",444,,FALSE,TRUE,TRUE
"cryptopersia",777,,FALSE,TRUE,TRUE
"smilesdebit",11,,FALSE,TRUE,TRUE
"pharmapurse",11,,FALSE,TRUE,TRUE
"habitsaver",22,,FALSE,TRUE,TRUE
"coindav",11,,FALSE,TRUE,TRUE
"crohnsquiz",55,,FALSE,TRUE,TRUE
"getbtcx",111,,FALSE,TRUE,TRUE
"digitallivre",22,,FALSE,TRUE,TRUE
"googlez",1234,,FALSE,TRUE,TRUE
"wildwallaby",222,,FALSE,TRUE,TRUE
"chinesewine",888,,FALSE,TRUE,TRUE
"stoicslime",55,,FALSE,TRUE,TRUE
"xn--b00bies",,,FALSE,TRUE,TRUE
"bestcoins",444,,FALSE,TRUE,TRUE
"schaerme",222,"DE 'scare'",FALSE,TRUE,TRUE
"pept",444.44,"excited, 'pepped' | Philippine Educational Placement Test",FALSE,TRUE,TRUE
"geyi",44,,FALSE,TRUE,TRUE
"vuec",44,,FALSE,TRUE,TRUE
"dicts",111,"dictionaries \ dictates",FALSE,TRUE,TRUE
"n-u-d-e",111,,FALSE,TRUE,TRUE
"tro1",111,,FALSE,TRUE,TRUE
"bucketing",22,,FALSE,TRUE,TRUE
"humantax",55,,FALSE,TRUE,TRUE
"phoenixed",55,,FALSE,TRUE,TRUE
"xn--is8ha8b",,,FALSE,TRUE,TRUE
"xn--vs8hdjn",,,FALSE,TRUE,TRUE
"cryptoasians",888,,FALSE,TRUE,TRUE
"digitaldoza",11,,FALSE,TRUE,TRUE
"btcstockpile",111,,FALSE,TRUE,TRUE
"xn--pps-5ycb",,,FALSE,TRUE,TRUE
"nonphixion",55,,FALSE,TRUE,TRUE
"growdao",22,,FALSE,TRUE,TRUE
"xn--v4h9380o",,,FALSE,TRUE,TRUE
"noshnest",22,,FALSE,TRUE,TRUE
"xn--ns8hnvne",,,FALSE,TRUE,TRUE
"xn--g28hib",,,FALSE,TRUE,TRUE
"xn--h4hz770o",,,FALSE,TRUE,TRUE
"xn--5biy519m",,,FALSE,TRUE,TRUE
"xn--v4h1191o",,,FALSE,TRUE,TRUE
"xn--v4h5480o",,,FALSE,TRUE,TRUE
"xn--v4h9091o",,,FALSE,TRUE,TRUE
"xn--us8hz5e",,,FALSE,TRUE,TRUE
"xn--xv8h9o",,,FALSE,TRUE,TRUE
"xn--dux-u19a",,,FALSE,TRUE,TRUE
"multitrip",444,,FALSE,TRUE,TRUE
"uddl",444.44,"p.uddl/ | m.uddl/ | bef.uddle/ | c.uddl/ | h.uddl/",FALSE,TRUE,TRUE
"deow",444.44,"remove pain [de-'ow'] - 'healing'",FALSE,TRUE,TRUE
"countme",555,,FALSE,TRUE,TRUE
"indiair",555,,FALSE,TRUE,TRUE
"xn--gecl5dc",,,FALSE,TRUE,TRUE
"xn--oe-ema",,,FALSE,TRUE,TRUE
"xn--loda5ab",,,FALSE,TRUE,TRUE
"xn--80aab1h",,,FALSE,TRUE,TRUE
"xn--e1ar1a",,,FALSE,TRUE,TRUE
"xn--ggb5fxg",,,FALSE,TRUE,TRUE
"dints",111,,FALSE,TRUE,TRUE
"dipso",111,"Slang: Disparaging and Offensive. a habitual drinker of alcohol who is frequently intoxicated; a dipsomaniac",FALSE,TRUE,TRUE
"dirke",22,,FALSE,TRUE,TRUE
"xn--y9aowv9c",,,FALSE,TRUE,TRUE
"xn--g77hwa23s",,,FALSE,TRUE,TRUE
"xn--0s8ha884a",,,FALSE,TRUE,TRUE
"xn--r77hna07v",,,FALSE,TRUE,TRUE
"xn--26hwd1683fba",,,FALSE,TRUE,TRUE
"xn--i48hg6chc",,,FALSE,TRUE,TRUE
"ifeelhappyandexcited",55,,FALSE,TRUE,TRUE
"theworldisawonderfulplace",55,,FALSE,TRUE,TRUE
"diplomatwallet",55,,FALSE,TRUE,TRUE
"startyourblockchain",55,,FALSE,TRUE,TRUE
"universalearning",444,,FALSE,TRUE,TRUE
"dialecticalmaterialism",7,,FALSE,TRUE,TRUE
"xn--hvn-xr5ab",,,FALSE,TRUE,TRUE
"bytecoinbroker",111,,FALSE,TRUE,TRUE
"farmingfriends",55.55,,FALSE,TRUE,TRUE
"digitaldwellers",55.55,,FALSE,TRUE,TRUE
"hourdefi",66,,FALSE,TRUE,TRUE
"chinarang",888,,FALSE,TRUE,TRUE
