domain,price,description,for_sale,personal_store,auto_renew,tags,unicode,descript-IDNA,translate-IDNA
lustfullove,111.0,,False,True,True,,,,
indexpenny,55.0,,False,True,True,,,,
graduationnight,22.0,,False,True,True,,,,
surjan,55.0,,False,True,True,,,,
activewager,22.0,,False,True,True,,,,
wokegeek,55.0,,False,True,True,,,,
brokenigger,55.0,broke nigger | broken nigger,False,True,True,,,,
moremart,111.0,,False,True,True,,,,
simfile,22.0,,False,True,True,,,,
52-cardpickup,52.0,,False,True,True,,,,
dadsofdiy,55.0,,False,True,True,,,,
lifespin,222.0,,False,True,True,,,,
overearn,55.0,,False,True,True,,,,
trigerd,111.0,,False,True,True,,,,
xxxxxxxxxxxxxxxxxxxxxxxxxxxxx,22.0,,False,True,True,,,,
raredrinks,22.0,,False,True,True,,,,
lemonfa,11.0,,False,True,True,,,,
nastyuk,222.0,nasty yuk | nasty UK,False,True,True,,,,
manxiety,55.0,,False,True,True,,,,
vaccinedesk,22.0,,False,True,True,,,,
familyfirewall,22.0,,False,True,True,,,,
europlus,22.0,,False,True,True,,,,
dadgets,55.0,,False,True,True,,,,
zledgehog,11.0,,False,True,True,,,,
greymobile,11.0,,False,True,True,,,,
tribalsite,111.0,,False,True,True,,,,
sitesite,111.0,the.sitesite,False,True,True,,,,
flag-store,22.0,,False,True,True,,,,
indiaway,222.0,India way | India away,False,True,True,,,,
cafesito,44.0,ES 'little coffee',False,True,True,,,,
spanishdelight,22.0,,False,True,True,,,,
degenzoo,111.0,,False,True,True,,,,
assassina,22.0,,False,True,True,,,,
usahere,55.0,,False,True,True,,,,
rastamagic,33.0,,False,True,True,,,,
protoprogram,22.0,,False,True,True,,,,
appproposal,22.0,,False,True,True,,,,
fortunetrain,22.0,,False,True,True,,,,
firemama,55.0,,False,True,True,,,,
estyled,33.0,,False,True,True,,,,
flipyeah,55.0,,False,True,True,,,,
binaryarea,22.0,,False,True,True,,,,
bloodinstinct,22.0,,False,True,True,,,,
stardiets,55.0,,False,True,True,,,,
globalmachinery,22.0,,False,True,True,,,,
naturaled,33.0,natural LED,False,True,True,,,,
1000words,1111.0,Just picture it .....!,False,True,True,,,,
everyai,222.0,,False,True,True,,,,
lunarai,222.0,,False,True,True,,,,
howdoibuy,33.0,,False,True,True,,,,
moreshop,111.0,,False,True,True,,,,
4zen,444.0,,False,True,True,4C,,,
247w3,111.0,,False,True,True,5C,,,
rob-u,55.0,,False,True,True,5C,,,
u-rob,55.0,,False,True,True,5C,,,
domain-gallery,55.0,,False,True,True,,,,
nseth,44.0,,False,True,True,5L,,,
app1a,22.0,,False,True,True,5C,,,
r8edu,44.0,,False,True,True,5C,,,
r8eth,88.0,,False,True,True,5C,,,
ethyk,888.0,,False,True,True,5L,,,
sayut,222.0,,False,True,True,5L,,,
illionth,111.0,,False,True,True,,,,
darkwebai,55.0,,False,True,True,,,,
grandchat,55.0,,False,True,True,,,,
archiex,22.0,,False,True,True,,,,
tronaut,22.0,,False,True,True,,,,
boredaip,111.0,,False,True,True,,,,
boundaryrider,33.0,,False,True,True,,,,
eatark,22.0,,False,True,True,,,,
ezhot,55.0,,False,True,True,5L,,,
rylife,22.0,,False,True,True,,,,
openuser,111.0,,False,True,True,,,,
2finity,22.0,,False,True,True,,,,
ucorps,222.0,,False,True,True,,,,
lifebets,33.0,,False,True,True,,,,
treattrove,22.0,,False,True,True,,,,
travelzooz,22.0,,False,True,True,,,,
worldtrail,22.0,,False,True,True,,,,
giftxmas,22.0,,False,True,True,,,,
technothink,22.0,techno-think | tech-no-think,False,True,True,,,,
wealthworx,22.0,,False,True,True,,,,
6gun,666.0,,False,True,True,4C,,,
morevote,33.0,,False,True,True,,,,
morelaws,22.0,,False,True,True,,,,
ecotraders,55.0,,False,True,True,,,,
ecoutility,55.0,,False,True,True,,,,
grandmoon,111.0,,False,True,True,,,,
pornosession,55.0,,False,True,True,,,,
minerz,1010.0,,False,True,True,,,,
healthmed,22.0,,False,True,True,,,,
furryfrenz,22.22,,False,True,True,,,,
eatfrenzy,22.0,,False,True,True,,,,
xn--9o8hqe95ck0eqa,,,False,True,True,PUNY_IDNA,🐵🙃🤓👽🤖,,
aiguides,222.0,,False,True,True,,,,
trappists,44.0,,False,True,True,,,,
hodlbag,777.0,,False,True,True,,,,
seochecker,201.0,,False,True,True,,,,
precrowd,999.0,,False,True,True,,,,
hagsdorf,44.0,Bavarian town,False,True,True,,,,
xn--lo8hk4aycty,,,False,True,True,PUNY_IDNA,🚫😢🐝😂,,
xn--64h4989nda,,,False,True,True,PUNY_IDNA,☹🎵🎶,,
holistique,2788.0,FR 'holistic'.,False,True,True,,,,
fishroe,55.0,,False,True,True,,,,
unlipped,22.0,,False,True,True,,,,
darkdweb,888.0,,False,True,True,,,,
rched,33.0,,False,True,True,5L,,,
xn--pciv848mbda,,,False,True,True,PUNY_IDNA,🐝✝👀,,
retyped,100.0,"Whether it be re-styled, or put in a new format some other way, this would seem a most useful name.",False,True,True,,,,
xn--gs8hvx,,,False,True,True,PUNY_IDNA,😟💤,,
xn--2p8h3cy7m,,,False,True,True,PUNY_IDNA,💀🤝👑,,
xn--h4h8091oja,,,False,True,True,PUNY_IDNA,☠🤝🤠,,
xn--h4h2510oi9c,,,False,True,True,PUNY_IDNA,☠🤝👑,,
earmint,22.0,,False,True,True,,,,
w3belf,33.0,,False,True,True,,,,
readabl,55.0,,False,True,True,,,,
agiftforyou,55.0,,False,True,True,,,,
xn--hoh66f56ag053i,,,False,True,True,PUNY_IDNA,⏰➕👃☕,,
chingoje,80.0,"A park in Iringa, Tanzania; or Spanish 'shit' (by Ggl-Transl8).",False,True,True,,,,
dimuanya,22.0,Indonesian 'in all'; Angolan town.,False,True,True,,,,
arsenal-fan,33.0,,False,True,True,,,,
xn--ml8hc72p,,,False,True,True,PUNY_IDNA,😓🎵🎶,,
xn--64h4989n,,,False,True,True,PUNY_IDNA,☹🎵,,
geigers,69.0,,False,True,True,,,,
token-wallet,111.0,,False,True,True,,,,
birthdaybot,22.0,,False,True,True,,,,
tweenparty,22.0,,False,True,True,,,,
ganjagrotto,22.22,,False,True,True,,,,
xn--5p9hia,,,False,True,True,PUNY_IDNA,🤝🤡,,
xn--53h0179n6wabe48i,22.0,-bee-tea-see-rocket-moon-,False,True,True,PUNY_IDNA,🐝☕👀🚀🌑,,
xn--0p9hyl,,,False,True,True,PUNY_IDNA,🤘🧔,,
xn--v4h83a2671i,,,False,True,True,PUNY_IDNA,☮✊🏾,,
branchise,444.0,,False,True,True,,,,
xn--f77hbd1d,,,False,True,True,PUNY_IDNA,🇨🇩🇧🇷,,
xn--2p8h50f,,,False,True,True,PUNY_IDNA,🤡👑,,
manfriday,11.0,,False,True,True,,,,
ndations,22.0,,False,True,True,,,,
slowtravel,555.0,,False,True,True,,,,
poppizzazz,22.0,,False,True,True,,,,
cevichebar,22.0,,False,True,True,,,,
crooksncastles,444.0,https://crooksncastles.com/pages/about-us,False,True,True,,,,
xn--6bi2648mteaa,,,False,True,True,PUNY_IDNA,✋🏿🐴🐴,,
barnaclebob,11.0,"An octopus from the Freddi Fish series; he always says everything in rhyme.... OR .... A celebrity living among a group of people, unknown.",False,True,True,,,,
blackflat,22.0,"coffee, or bitumen ... ?? :-)",False,True,True,,,,
blackmount,111.0,,False,True,True,,,,
bluffrock,22.0,,False,True,True,,,,
blueknob,22.0,,False,True,True,,,,
boggyplain,11.0,,False,True,True,,,,
bangaroo,444.0,Just don't ask awkward questions.......!,False,True,True,,,,
bigbell,22.0,,False,True,True,,,,
caioxo,90.0,"Portuguese, caio: ENGLISH, fall ..\n'get well soon' or 'kiss it better' :-) \n",False,True,True,,,,
kittenegg,999.0,Imagine it :-) !!,False,True,True,,,,
kittenbach,555.0,"Town in Styria, Austria .. or a very musical young cat!",False,True,True,,,,
kittenberg,444.0,A town in Bavaria .. or a _very_ large young cat!,False,True,True,,,,
biddeston,22.0,"Rural town and locality in the Toowoomba Region, Queensland, Australia. In the 2016 census, Biddeston had a population of 284 people.",False,True,True,,,,
vulpmes,22.0,,False,True,True,,,,
waben,88.0,DE honeycomb,False,True,True,5L,,,
gehort,444.0,"DE verb - belong, pertain, appertain, deserve",False,True,True,,,,
mindfulnessmatters,22.22,,False,True,True,,,,
dyeing,456.0,Color/colour your life!! :-),False,True,True,,,,
xn--kg8h8m,,,False,True,True,PUNY_IDNA,🌄🏕,,
s-e-l-l,777.0,,False,True,True,,,,
xn--57h4771o,,,False,True,True,PUNY_IDNA,⚡🥁,,
xn--57h0579n,,,False,True,True,PUNY_IDNA,⚡🎹,,
daycrypto,4321.0,,False,True,True,,,,
cryptostill,213.0,,False,True,True,,,,
cryptostep,211.0,,False,True,True,,,,
cryptoshoot,2112.0,,False,True,True,,,,
xn--on8hea15ab,,,False,True,True,PUNY_IDNA,👰🏽👰🏿,,
xn--nl8h91b,,,False,True,True,PUNY_IDNA,😘🎶,,
fingerspelling,333.0,"Representation of the letters of a writing system, and sometimes numeral systems, using only the hands.",False,True,True,,,,
thenbtc,333.0,,False,True,True,,,,
cryptofact,333.0,,False,True,True,,,,
rebelnomad,55.0,,False,True,True,,,,
changestate,22.0,,False,True,True,,,,
trans-action,44.0,,False,True,True,,,,
ohforkme,44.0,,False,True,True,,,,
xn--is8hka,,,False,True,True,PUNY_IDNA,💦💫,,
glucklich,444.0,"DE adjective - happy, lucky, fortunate .. adverb - happily, by luck, through luck",False,True,True,,,,
lostbtc,222.0,,False,True,True,,,,
j33z,55.0,,False,True,True,4C,,,
xn--9o8hkhx1j,,,False,True,True,PUNY_IDNA,🐵🤝💪,,
price-watch,44.0,,False,True,True,,,,
facebookhelp,11.0,,False,True,True,,,,
bigbog,55.0,,False,True,True,,,,
truffledog,44.0,,False,True,True,,,,
nfteggsurprise,444.0,,False,True,True,,,,
webfintech,68.0,,False,True,True,,,,
bagaco,222.0,bag a co [grab a company] \ PT 'brandy',False,True,True,,,,
xn--64h4989nca,,,False,True,True,PUNY_IDNA,☹🎶🎵,,
xn--pr9hwa23a,,,False,True,True,PUNY_IDNA,🥓🥞🧈,,
highfivehandshake,555.0,,False,True,True,,,,
astronews,66.0,,False,True,True,,,,
quirioco,,,False,True,True,,,,
bananapocket,22.0,"Town in Whitsunday (Queensland) is a town in Australia ... or .. is that a banana in your pocket, or are you just glad to see me...?",False,True,True,,,,
hungerburg,77.0,,False,True,True,,,,
truffledoge,444.0,,False,True,True,,,,
musketeerscharacters,88.0,,False,True,True,,,,
xn--6bi2648mkbaa,,,False,True,True,PUNY_IDNA,✋🏿🐎🐎,,
xn--l3h20aja22528bfaghij,,,False,True,True,PUNY_IDNA,☁⛅⛈🌤🌥🌦🌧🌨🌩,,
pairoff,55.0,,False,True,True,,,,
trufflepig,44.0,,False,True,True,,,,
bighandshake,555.0,,False,True,True,,,,
fliyer,22.0,[flier\flyer],False,True,True,,,,
ambonga,11.0,,False,True,True,,,,
tobut,2222.0,"to say 'but...' [OR.. Uzbek 'coffin' .. OR .. a populated place in the municipality of Lopare, Bosnia and Herzegovina]",False,True,True,5L,,,
bokowen,55.0,Polish sideways,False,True,True,,,,
xn--ml8hc63p,,,False,True,True,PUNY_IDNA,😖🎵🎶,,
xn--t38hmg,,,False,True,True,PUNY_IDNA,😲🚘,,
xn--q68hp5c,,,False,True,True,PUNY_IDNA,🧐🚘,,
xn--j38h5g,,,False,True,True,PUNY_IDNA,🚘😨,,
twitwise,22.0,,False,True,True,,,,
closetimes,22.0,,False,True,True,,,,
territoriums,55.0,plural - The land around or within the boundaries of a town; territory [latin],False,True,True,,,,
xn--g6h9410oeaesot60sdxq,,,False,True,True,PUNY_IDNA,💓🖤♥💙💔🧡💞💕💛,,
blockcorp,1515.0,,False,True,True,,,,
freeworlddomains,55.0,,False,True,True,,,,
xn--v4h8220o,,,False,True,True,PUNY_IDNA,☮💓,,
dogevote,444.0,,False,True,True,,,,
xn--em8hzc61p,,,False,True,True,PUNY_IDNA,🤚🏽🏐,,
cryptoyet,211.0,,False,True,True,,,,
divergentcapital,321.0,,False,True,True,,,,
chainarts,22.0,,False,True,True,,,,
cryptoblue,333.0,,False,True,True,,,,
cryptotype,333.0,,False,True,True,,,,
btcsimilar,99.0,,False,True,True,,,,
coinpush,99.0,,False,True,True,,,,
thatblockchain,22.0,,False,True,True,,,,
hangblockchain,22.0,,False,True,True,,,,
xn--7biw910n,,,False,True,True,PUNY_IDNA,🤏✌,,
xn--8biw468m,,,False,True,True,PUNY_IDNA,✍💅,,
ucubit,22.0,,False,True,True,,,,
godupdates,555.0,,False,True,True,,,,
onestraw,22.0,,False,True,True,,,,
geometra,222.0,IN 'geometrician' | genus of moths,False,True,True,,,,
movenft,1414.0,,False,True,True,,,,
nudetoken,111.0,,False,True,True,,,,
grabac,55.0,ES 'record',False,True,True,,,,
xn--eih9625p,,,False,True,True,PUNY_IDNA,🚫⌛,,
eartharoma,22.0,,False,True,True,,,,
finew3b,33.0,,False,True,True,,,,
oldnerd,55.0,,False,True,True,,,,
digitrail,55.0,,False,True,True,,,,
bitcoinstacker,111.0,,False,True,True,,,,
kaliyuga,22.0,,False,True,True,,,,
xn--ug8h7a,,,False,True,True,PUNY_IDNA,🌟🌎,,
nftvisa,88.0,,False,True,True,,,,
dighair,22.0,,False,True,True,,,,
diganga,22.0,,False,True,True,,,,
grabezmala,22.0,BU 'grabbed' .. \ni grabbed it - you can too!,False,True,True,,,,
gostilij,111.0,Slovenian 'inns',False,True,True,,,,
kelime,222.0,,False,True,True,,,,
tiskovac,22.0,"Czech 'printer' [OR .. a place is situated in Zadar-Knin, Croatia]",False,True,True,,,,
privacyapp,66.0,,False,True,True,,,,
superscalar,44.0,,False,True,True,,,,
aklame,55.0,Haitian Creole 'acclaimed',False,True,True,,,,
xn--lv8hii,,,False,True,True,PUNY_IDNA,🔒🖖,,
systray,44.0,,False,True,True,,,,
up-skill,444.0,,False,True,True,,,,
xn--fiq241nqud,,,False,True,True,"PUNY_IDNA,CJK",中間进,Chinese/Japanese/Korean,Enter in the middle
boassa,999.0,PT 'goodness',False,True,True,,,,
bosseye,555.0,In jamaica this word means looking or waiting for a bus; in trinidad it means looking or wanting to get punched [urbandictionary].,False,True,True,,,,
betraders,22.0,,False,True,True,,,,
galaxyglow,22.0,,False,True,True,,,,
charababil,11.0,"village in Raipur, India",False,True,True,,,,
bodgi,44.0,,False,True,True,5L,,,
dugolaz,55.0,Croatian 'long-distance',False,True,True,,,,
alphashake,33.0,,False,True,True,,,,
srednje,22.0,Slovenian 'medium',False,True,True,,,,
spasovnica,22.0,BU lifeguard,False,True,True,,,,
naturecrossroad,22.22,,False,True,True,,,,
sys-admin,66.0,,False,True,True,,,,
xn--mn8h7ez3c,,,False,True,True,PUNY_IDNA,👌🏻😍,,
how2code,222.0,,False,True,True,,,,
changeblockchain,22.0,,False,True,True,,,,
spacecraft-shop,11.0,,False,True,True,,,,
yummyfoodbites,22.0,,False,True,True,,,,
xn--5k8h7s,,,False,True,True,PUNY_IDNA,📖🎥,,
cryptominersgroup,170.0,,False,True,True,,,,
torosbravos,111.0,,False,True,True,,,,
handshakeoasis,555.0,,False,True,True,,,,
nowhandshake,555.0,,False,True,True,,,,
wildcaughtfish,555.0,,False,True,True,,,,
respondwell,11.0,,False,True,True,,,,
typecasting,444.0,,False,True,True,,,,
tradebody,444.0,,False,True,True,,,,
titlebar,44.0,,False,True,True,,,,
supernovaremnant,22.0,,False,True,True,,,,
comunidadrodeo,11.0,ES community rodeo,False,True,True,,,,
axinim,22.0,axin' 'im [giving him the boot\sack],False,True,True,,,,
poddrezanj,55.0,Slovenian 'undercuts',False,True,True,,,,
azevedosodre,22.0,PT sourdough,False,True,True,,,,
reeferparadise,22.22,,False,True,True,,,,
dondaii,22.0,,False,True,True,,,,
dongi,99.0,Put on a gi [JP martial arts suit].,False,True,True,5L,,,
sumjet,55.0,some jet .. pick your airline [and its cost] !,False,True,True,,,,
000acr,99.0,ooo's of acres [for sale],False,True,True,,,,
gomasta,111.0,Master of Go language,False,True,True,,,,
bamnia,22.0,"Jhabua district, Madhya Pradesh, India",False,True,True,,,,
andudu,111.0,".. and doodoo .. well, wot a load of ..........!",False,True,True,,,,
banbaria,22.0,,False,True,True,,,,
andata,2222.0,and data [OR .. IT 'gone'],False,True,True,,,,
gamifies,555.0,,False,True,True,,,,
tipure,11.0,,False,True,True,,,,
tilava,22.0,FI 'spacious',False,True,True,,,,
timarci,11.0,"located in Bosnia and Herzegovina about 102 mi (or 163 km) north-west of Sarajevo, the country's capital",False,True,True,,,,
spraca,22.0,PO runs back,False,True,True,,,,
srebrnica,111.0,https://en.wikipedia.org/wiki/Srebrenica,False,True,True,,,,
sokolice,55.0,Croatian falcons,False,True,True,,,,
sorde,111.0,IT deaf,False,True,True,5L,,,
srebrnik,22.0,Slovenian silver,False,True,True,,,,
meetblockchain,11.0,,False,True,True,,,,
spanici,111.0,IT spanic,False,True,True,,,,
sosici,111.0,SOS ici FR] - 'Help here!' .. ALSO a place in Croatia,False,True,True,,,,
solaje,111.0,ES solace,False,True,True,,,,
spreca,22.0,IT 'wastes',False,True,True,,,,
solici,222.0,ES 'I requested',False,True,True,,,,
podgalevi,22.0,BU subchapters,False,True,True,,,,
posern,22.0,"Was a province of Prussia; present-day Poznań, Poland - https://en.wikipedia.org/wiki/Province_of_Posen [also surname]",False,True,True,,,,
arroiodaseca,11.0,PT stream-drought,False,True,True,,,,
argolas,22.0,"PT ring, hoop, link",False,True,True,,,,
pervici,11.0,perv is he',False,True,True,,,,
arrieiro,11.0,Galician carrier,False,True,True,,,,
baiabranca,22.0,PT white bay,False,True,True,,,,
osterwasser,22.0,,False,True,True,,,,
banagram,22.0,,False,True,True,,,,
ofenau,55.0,of English Australian,False,True,True,,,,
ovcari,22.0,Bosnian 'sheep',False,True,True,,,,
pyot,444.44,pik-ur-own-talent\team\time\trash | Put Yourself Out There | Print Your Own Tee | magpie | piebald horse,False,True,True,4L,,,
xn--45qu04cprp,,,False,True,True,"PUNY_IDNA,CJK",紅八月,Chinese/Japanese/Korean,紅八月
ozreni,22.0,BU 'mature',False,True,True,,,,
xn--55q5d944a,,,False,True,True,"PUNY_IDNA,CJK",公安军,Chinese/Japanese/Korean,public security army
xn--fiqr1kovf8vfd89d,,,False,True,True,"PUNY_IDNA,CJK",中央警卫师,Chinese/Japanese/Korean,Central Guard Division
xn--fiqr1kb8cf1cus5h,,,False,True,True,"PUNY_IDNA,CJK",中央警卫团,Chinese/Japanese/Korean,central guard corps
xn--4kqw3e63mcrc,,,False,True,True,"PUNY_IDNA,CJK",公安二师,Chinese/Japanese/Korean,Second Public Security Division
xn--v77hga61r,,,False,True,True,PUNY_IDNA,💖🇷🇺,,
xn--53tu51j,,,False,True,True,"PUNY_IDNA,CJK",长征,Chinese/Japanese/Korean,long march
xn--g77hwa349aca,,,False,True,True,PUNY_IDNA,🛰🇨🇳🛰,,
neversaygoodbye,55.0,,False,True,True,,,,
xn--xp8hyg,,,False,True,True,PUNY_IDNA,👌💸,,
sping,22.0,,False,True,True,5L,,,
bootos,3333.0,boot OS,False,True,True,,,,
uri30,15.0,"Uniform Resource Identifier | URI-30 Bladder control,Stops Urges,Frequent Urination,Homeopathic Pills.Urinary Incontinence",False,True,True,5C,,,
tkoin,111.0,tko [total knockout] coin,False,True,True,5L,,,
mysite21,55.0,,False,True,True,,,,
falcondo,44.0,"Falconbridge Dominicana S.A. (Falcondo), owned by Americano Nickel Ltd, operates the Falcondo ferronickel mine in the Dominican Republic.",False,True,True,,,,
dynotic,22.0,,False,True,True,,,,
qwipper,22.0,,False,True,True,,,,
coolary,111.0,a Studio on Scratch,False,True,True,,,,
vrdrift,222.0,,False,True,True,,,,
menumap,55.0,,False,True,True,,,,
seosy,55.0,,False,True,True,5L,,,
dellage,11.0,,False,True,True,,,,
windivo,22.0,,False,True,True,,,,
dopego,222.0,ES 'i hit' | PT 'of the caught',False,True,True,,,,
zenment,44.0,,False,True,True,,,,
pubmata,22.0,,False,True,True,,,,
biairdrop,22.0,,False,True,True,,,,
mintila,222.0,Mintila Hot Chocolate (Tequila Mint),False,True,True,,,,
skichains,99.0,,False,True,True,,,,
coinbeg,555.0,,False,True,True,,,,
btcprincess,444.0,,False,True,True,,,,
cryptopersia,777.0,,False,True,True,,,,
smilesdebit,11.0,,False,True,True,,,,
pharmapurse,11.0,,False,True,True,,,,
habitsaver,22.0,,False,True,True,,,,
coindav,11.0,,False,True,True,,,,
crohnsquiz,55.0,,False,True,True,,,,
getbtcx,111.0,,False,True,True,,,,
digitallivre,22.0,,False,True,True,,,,
googlez,1234.0,,False,True,True,,,,
wildwallaby,222.0,,False,True,True,,,,
chinesewine,888.0,,False,True,True,,,,
stoicslime,55.0,,False,True,True,,,,
xn--b00bies,,,False,True,True,PUNY_IDNA,끙끓끗끝,,
bestcoins,444.0,,False,True,True,,,,
schaerme,222.0,DE 'scare',False,True,True,,,,
pept,444.44,"excited, 'pepped' | Philippine Educational Placement Test",False,True,True,4L,,,
geyi,44.0,,False,True,True,4L,,,
vuec,44.0,,False,True,True,4L,,,
dicts,111.0,dictionaries \ dictates,False,True,True,5L,,,
n-u-d-e,111.0,,False,True,True,,,,
tro1,111.0,,False,True,True,4C,,,
bucketing,22.0,,False,True,True,,,,
humantax,55.0,,False,True,True,,,,
phoenixed,55.0,,False,True,True,,,,
xn--is8ha8b,,,False,True,True,PUNY_IDNA,💦💵💦,,
xn--vs8hdjn,,,False,True,True,PUNY_IDNA,💵💸💳💻,,
cryptoasians,888.0,,False,True,True,,,,
digitaldoza,11.0,,False,True,True,,,,
btcstockpile,111.0,,False,True,True,,,,
xn--pps-5ycb,,,False,True,True,"PUNY_IDNA,Greek",pξpξs,Greek,pξpξs
nonphixion,55.0,,False,True,True,,,,
growdao,22.0,,False,True,True,,,,
xn--v4h9380o,,,False,True,True,PUNY_IDNA,😿☮,,
noshnest,22.0,,False,True,True,,,,
xn--ns8hnvne,,,False,True,True,PUNY_IDNA,😂😵💫,,
xn--g28hib,,,False,True,True,PUNY_IDNA,😂😖,,
xn--h4hz770o,,,False,True,True,PUNY_IDNA,😂☠,,
xn--5biy519m,,,False,True,True,PUNY_IDNA,😂✊,,
xn--v4h1191o,,,False,True,True,PUNY_IDNA,🤯☮,,
xn--v4h5480o,,,False,True,True,PUNY_IDNA,🙄☮,,
xn--v4h9091o,,,False,True,True,PUNY_IDNA,🤬☮,,
xn--us8hz5e,,,False,True,True,PUNY_IDNA,🤯💲,,
xn--xv8h9o,,,False,True,True,PUNY_IDNA,😐🔞,,
xn--dux-u19a,,,False,True,True,PUNY_IDNA,⭐dux,,
multitrip,444.0,,False,True,True,,,,
uddl,444.44,p.uddl/ | m.uddl/ | bef.uddle/ | c.uddl/ | h.uddl/,False,True,True,4L,,,
deow,444.44,remove pain [de-'ow'] - 'healing',False,True,True,4L,,,
countme,555.0,,False,True,True,,,,
indiair,555.0,,False,True,True,,,,
xn--gecl5dc,,,False,True,True,PUNY_IDNA,પિતા,,
xn--oe-ema,,,False,True,True,"PUNY_IDNA,European",oče,European (Latin Extended),father
xn--loda5ab,,,False,True,True,"PUNY_IDNA,Georgian",მამა,Georgian,father
xn--80aab1h,,,False,True,True,"PUNY_IDNA,Cyrillic",баща,Cyrillic (Russian/Ukrainian),father
xn--e1ar1a,,,False,True,True,"PUNY_IDNA,Cyrillic",оче,Cyrillic (Russian/Ukrainian),father
xn--ggb5fxg,,,False,True,True,"PUNY_IDNA,Arabic",پيء,Arabic/Urdu/Uyghur,father
dints,111.0,,False,True,True,5L,,,
dipso,111.0,Slang: Disparaging and Offensive. a habitual drinker of alcohol who is frequently intoxicated; a dipsomaniac,False,True,True,5L,,,
dirke,22.0,,False,True,True,5L,,,
xn--y9aowv9c,,,False,True,True,"PUNY_IDNA,Armenian",հայրը,Armenian,the father
xn--g77hwa23s,,,False,True,True,PUNY_IDNA,🇨🇳💵,,
xn--0s8ha884a,,,False,True,True,PUNY_IDNA,💸🤝💸,,
xn--r77hna07v,,,False,True,True,PUNY_IDNA,🔭🇺🇳,,
xn--26hwd1683fba,,,False,True,True,PUNY_ALT,♻️⚛️,,
xn--i48hg6chc,,,False,True,True,PUNY_IDNA,🙊🦧🦍,,
ifeelhappyandexcited,55.0,,False,True,True,,,,
theworldisawonderfulplace,55.0,,False,True,True,,,,
diplomatwallet,55.0,,False,True,True,,,,
startyourblockchain,55.0,,False,True,True,,,,
universalearning,444.0,,False,True,True,,,,
dialecticalmaterialism,7.0,,False,True,True,,,,
xn--hvn-xr5ab,,,False,True,True,PUNY_IDNA,h☰v☰n,,
bytecoinbroker,111.0,,False,True,True,,,,
farmingfriends,55.55,,False,True,True,,,,
digitaldwellers,55.55,,False,True,True,,,,
hourdefi,66.0,,False,True,True,,,,
chinarang,888.0,,False,True,True,,,,
chakratala,22.0,small cymbals,False,True,True,,,,
cantori,555.0,IT 'singers',False,True,True,,,,
chinarati,888.0,,False,True,True,,,,
carbonita,111.0,ES 'carbonite',False,True,True,,,,
damerchar,11.0,,False,True,True,,,,
chausi,44.0,"chausi [or chausie] is a cross between a domestic cat and another non-Felis silvestris, the jungle cat found in Asia",False,True,True,,,,
deodasa,22.0,PT 'toothy',False,True,True,,,,
choffee,333.0,,False,True,True,,,,
domany,44.0,do many,False,True,True,,,,
bychikha,22.0,,False,True,True,,,,
damaoil,22.0,Scots Gaelic 'damages',False,True,True,,,,
chakrapara,22.0,ES chakra 'to\for',False,True,True,,,,
bushmin,22.0,,False,True,True,,,,
domoslave,44.0,house [Esperanto] slave,False,True,True,,,,
bungenie,22.0,,False,True,True,,,,
buzinanbi,11.0,PT 'horn horn',False,True,True,,,,
buzingo,22.0,PT 'horn',False,True,True,,,,
bet-wins,22.0,,False,True,True,,,,
xn--fiq86kg7ekzk,,,False,True,True,"PUNY_IDNA,CJK",中央厨房,Chinese/Japanese/Korean,central kitchen
xn--80aab1b7ctb,,,False,True,True,"PUNY_IDNA,Cyrillic",бацька,Cyrillic (Russian/Ukrainian),father
xn--9hcd8cb,,,False,True,True,PUNY_IDNA,ବାପା,,
xn--e2b8ah9b,,,False,True,True,"PUNY_IDNA,Hindi",वडील,Devanagari (Hindi),father
xn--80aag,,,False,True,True,"PUNY_IDNA,Cyrillic",аав,Cyrillic (Russian/Ukrainian),father
xn--tat-cpa,,,False,True,True,"PUNY_IDNA,European",tată,European (Latin Extended),father
xn--oidg6c1h,,,False,True,True,PUNY_IDNA,ဖခင်,,
xn--tvas-vva,,,False,True,True,"PUNY_IDNA,European",tėvas,European (Latin Extended),father
xn--goc6dh4c1dzd,,,False,True,True,PUNY_IDNA,తండ్రి,,
xn--80aal6bi,,,False,True,True,"PUNY_IDNA,Cyrillic",падар,Cyrillic (Russian/Ukrainian),father
xn--80ab2aqs4d,,,False,True,True,"PUNY_IDNA,Cyrillic",батько,Cyrillic (Russian/Ukrainian),father
10100111001,7331.0,binary of 1337 decimal [leet = elite],False,True,True,,,,
xn--mgbpbq3ib,,,False,True,True,"PUNY_IDNA,Arabic",دادىسى,Arabic/Urdu/Uyghur,father
xn--rlcal3kxa,,,False,True,True,"PUNY_IDNA,Tamil",தந்தை,Tamil,father
xn--makuakne-m7a,,,False,True,True,"PUNY_IDNA,Hawaiian",makuakāne,Hawaiian,father
xn--ixahb1dhnd,,,False,True,True,"PUNY_IDNA,Greek",πατέρασ,Greek,father
xn--uvc6bd3rpi,,,False,True,True,"PUNY_IDNA,Malayalam",അച്ഛൻ,Malayalam,father
rememe,555.0,,False,True,True,,,,
budslaw,22.0,,False,True,True,,,,
xn--z38hde,,,False,True,True,PUNY_IDNA,😺😸😻,,
dolea,2222.0,ES 'it hurts',False,True,True,5L,,,
