name,expiry,value,maxBid
squigglenft,18/01/2027 09:59:17,0.0,1.0
aroundtoit,18/01/2027 09:59:17,0.0,10.0
ladyinred,18/01/2027 09:59:17,0.5,5.6
hnsaustralia,18/01/2027 09:59:17,21.0,1532.0
3d-nft,18/01/2027 09:59:17,0.0,3.41
xn--sdka1fb,18/01/2027 09:59:17,0.0,17.0
seddir,18/01/2027 09:59:17,3.211711,4.0
71m4x4l,18/01/2027 09:59:17,0.5,5.51
71104,18/01/2027 09:59:17,0.4,53.0
thstro,15/02/2027 06:08:53,0.0,0.0
xn--power,18/01/2027 09:59:17,0.0,14.0
xn--vpn,18/01/2027 09:59:17,2.0,4.0
13gt,18/01/2027 09:59:17,0.5,3.0
healerhub,18/01/2027 09:59:17,222.22,726.0
timau,18/01/2027 09:59:17,0.0,0.0
deathamazing,18/01/2027 09:59:17,0.0,17.0
orhts,15/02/2027 06:08:53,0.0,0.0
timtohy,18/01/2027 09:59:17,0.0,17.0
orstts,15/02/2027 06:08:53,0.0,0.0
xn--alt,18/01/2027 09:59:17,50.0,73.0
tothrzc,15/02/2027 06:08:53,0.0,0.0
advanturing,18/01/2027 09:59:17,5.111111,17.0
thewandersmith,18/01/2027 09:59:17,1.12,4.0
redtea,18/01/2027 09:59:17,2.46,123.0
toxrth,15/02/2027 06:08:53,0.0,0.0
thebookkeeper,18/01/2027 09:59:17,2.02,24.0
bragie,18/01/2027 09:59:17,3.0,5.0
otshrt,15/02/2027 06:08:53,0.0,0.0
xn--8pvt78h,18/01/2027 09:59:17,0.0,14.0
findsoftware,18/01/2027 09:59:17,0.0,2.0
diets,18/01/2027 09:59:17,70.01,89.0
worldshotz,18/01/2027 09:59:17,0.0,0.0
webpic,18/01/2027 09:59:17,0.0,1.48
rthoxt,15/02/2027 06:08:53,0.0,0.0
maskall,18/01/2027 09:59:17,33.0,105.06
throtx,15/02/2027 06:08:53,0.0,70.215
seawisdom,18/01/2027 09:59:17,0.5111,7.0
xn--3k8h9cp5ew0e,18/01/2027 09:59:17,13.63,95.0
tothrs,15/02/2027 06:08:53,0.0,0.0
7im4x4l,18/01/2027 09:59:17,3.0,5.51
pro-justice,18/01/2027 09:59:17,0.02,13.0
rxtho,15/02/2027 06:08:53,0.0,0.0
hrxorh,15/02/2027 06:08:53,0.0,0.0
othrxt,15/02/2027 06:08:53,0.0,0.0
71maxal,18/01/2027 09:59:17,1.501,5.51
trhotx,15/02/2027 06:08:53,0.0,0.0
otahrz,15/02/2027 06:08:53,0.0,0.0
xn--ns8hz2f,18/01/2027 09:59:17,2.99,10.01
finecoast,18/01/2027 09:59:17,0.013,4.0
gt09,18/01/2027 09:59:17,0.0,12.0
nftld3w,18/01/2027 09:59:17,0.0,127.0
honeyisle,18/01/2027 09:59:17,0.001,14.0
buyimage,18/01/2027 09:59:17,1.77,6.0
australianfish,18/01/2027 09:59:17,0.0,14.0
otrhxt,15/02/2027 06:08:53,0.0,0.0
hroxtx,15/02/2027 06:08:53,0.0,0.0
fish2fork,18/01/2027 09:59:17,0.0,15.0
hnsig,18/01/2027 09:59:17,3.0,127.0
81411,18/01/2027 09:59:17,3.0,27.0
toztrh,15/02/2027 06:08:53,0.0,0.0
ethinker,18/01/2027 09:59:17,0.0,2.0
7imax4l,18/01/2027 09:59:17,0.5,5.51
4dhol,18/01/2027 09:59:17,0.0,0.01
0_-_0,18/01/2027 09:59:17,0.0,28.0
skykennel,18/01/2027 09:59:17,0.0,4.0
xn--r0x,13/02/2027 02:18:29,6.0,11.0
bookkeepr,18/01/2027 09:59:17,0.0,543.0
crittercatcher,18/01/2027 09:59:17,0.0,9.0
ultimas,18/01/2027 09:59:17,11.0,53.0
nftldedo,18/01/2027 09:59:17,0.0,74.0
htzrot,15/02/2027 06:08:53,0.0,0.0
timaxal,18/01/2027 09:59:17,4.0,132.0
ximages,18/01/2027 09:59:17,301.0,513.0
hurrikkane,18/01/2027 09:59:17,0.0,2.0
m1108,18/01/2027 09:59:17,0.0,27.0
xn--80amepv,18/01/2027 09:59:17,0.0,4.0
printshare,18/01/2027 09:59:17,0.0,0.0
benegligent,18/01/2027 09:59:17,0.0,1.0
jewlerydesigner,18/01/2027 09:59:17,0.0,3.0
nofoto,18/01/2027 09:59:17,2.1,12.2
bookkeper,18/01/2027 09:59:17,0.0,0.4
thzrot,15/02/2027 06:08:53,0.0,0.0
xn--2p8h55h,18/01/2027 09:59:17,0.0,0.5
thedarwin,18/01/2027 09:59:17,0.0,4.0
htxort,15/02/2027 06:08:53,0.0,0.0
somewon,18/01/2027 09:59:17,0.0,21.0
hnsii,18/01/2027 09:59:17,7.0,12.5
973fpi,18/01/2027 09:59:17,0.0,90.0
otzrth,15/02/2027 06:08:53,0.0,0.0
pixious,18/01/2027 09:59:17,0.0,0.41
08qr,18/01/2027 09:59:17,0.5,1.0
xn--tu8haacbb,18/01/2027 09:59:17,0.5,21.0
xn--m1abbj5a,18/01/2027 09:59:17,0.0,4.0
hnsmarkt,18/01/2027 09:59:17,0.0,4.0
rxlucky,18/01/2027 09:59:17,1.0,3.0
htorzt,15/02/2027 06:08:53,0.0,0.0
idealwish,18/01/2027 09:59:17,1.111,4.0
xn--dnfotoraf-q9aa33bga9w,18/01/2027 09:59:17,0.0,4.0
htzotr,15/02/2027 06:08:53,0.0,0.0
autismjob,18/01/2027 09:59:17,0.0,4.0
71410,18/01/2027 09:59:17,0.1,23.0
tozthr,15/02/2027 06:08:53,0.0,0.0
pxau,18/01/2027 09:59:17,0.0,0.5
mugsmug,18/01/2027 09:59:17,0.38,7.0
rxtoh,15/02/2027 06:08:53,0.0,0.0
woodsy,18/01/2027 09:59:17,0.41,21.0
nabonline,18/01/2027 09:59:17,0.24,14.0
yourts,18/01/2027 09:59:17,0.3,4.0
fotwograf,18/01/2027 09:59:17,0.0,1.01
orhtz,15/02/2027 06:08:53,0.0,0.0
anaglyph,18/01/2027 09:59:17,2.98,10.0
brainwrite,18/01/2027 09:59:17,0.5,4.0
sxau,18/01/2027 09:59:17,252.0,576.0
navychief,18/01/2027 09:59:17,0.05,17.0
mxlist,18/01/2027 09:59:17,0.0,14.0
deadlyflora,18/01/2027 09:59:17,0.0,0.12
goldwithdiamonds,18/01/2027 09:59:17,1.91,3.0
roadtripping,18/01/2027 09:59:17,0.31,7.0
xn--audrey-2u34ega,18/01/2027 09:59:17,0.0,7.0
tozhrt,15/02/2027 06:08:53,0.0,0.0
critterfest,18/01/2027 09:59:17,0.0,6.0
caminas,18/01/2027 09:59:17,0.4,5.0
aushaker,18/01/2027 09:59:17,0.0,165.0
attenday,18/01/2027 09:59:17,0.36,4.0
rxoth,15/02/2027 06:08:53,0.0,0.0
rztoh,15/02/2027 06:08:53,0.0,0.0
themag,18/01/2027 09:59:17,3.78,157.0
xn--169-uc1abb,18/01/2027 09:59:17,0.0,0.5
rthxo,15/02/2027 06:08:53,0.0,0.0
hrztoh,15/02/2027 06:08:53,0.0,0.0
orztht,15/02/2027 06:08:53,0.0,0.0
thrtzo,15/02/2027 06:08:53,0.0,0.0
birdz,18/01/2027 09:59:17,3.02,236.0
gemmastar,18/01/2027 09:59:17,1.1,17.0
888crypto,18/01/2027 09:59:17,12.0,253.0
tennisresults,18/01/2027 09:59:17,0.0,4.0
othrz,15/02/2027 06:08:53,0.0,0.0
markyeh,18/01/2027 09:59:17,1.45,3.0
553rdd4,18/01/2027 09:59:17,4.0,27.0
thrtso,15/02/2027 06:08:53,0.0,0.0
kingaroo,18/01/2027 09:59:17,0.55,3.0
hnsiv,18/01/2027 09:59:17,3.0,12.5
mainsheet,18/01/2027 09:59:17,1.41,5.0
lasfotos,18/01/2027 09:59:17,25.0,765.0
chadsworth,18/01/2027 09:59:17,1.13,7.0
3dblok,18/01/2027 09:59:17,0.0,1.0
zentao,18/01/2027 09:59:17,2.49,173.0
hrthso,15/02/2027 06:08:53,0.0,0.0
onlymarine,18/01/2027 09:59:17,0.5111,7.0
xn--mh8h12a,18/01/2027 09:59:17,0.0,1.0
otsrht,15/02/2027 06:08:53,0.0,0.0
eatsleepwork,18/01/2027 09:59:17,0.45,14.0
puddlepirate,18/01/2027 09:59:17,0.0,4.0
photowonder,18/01/2027 09:59:17,0.0,14.0
deathquotes,18/01/2027 09:59:17,0.0,14.0
gemhunt,18/01/2027 09:59:17,1.0,6.5
rstoh,15/02/2027 06:08:53,0.0,0.0
htztro,15/02/2027 06:08:53,0.0,0.0
hnsite,18/01/2027 09:59:17,100.0,400.0
sushiforyou,18/01/2027 09:59:17,0.0,4.0
trthzo,15/02/2027 06:08:53,0.0,0.0
officerondeck,18/01/2027 09:59:17,0.0,4.0
hrzhot,15/02/2027 06:08:53,0.0,0.0
truthpulse,18/01/2027 09:59:17,0.5,7.0
17169,18/01/2027 09:59:17,6.9,43.0
xn--m77hua03o,18/01/2027 09:59:17,2.0,3.0
xn--iy8hj1d,18/01/2027 09:59:17,7.0,9.0
throxt,15/02/2027 06:08:53,0.0,0.0
torhzt,15/02/2027 06:08:53,0.0,0.0
tozhtr,15/02/2027 06:08:53,0.0,0.0
proliberty,18/01/2027 09:59:17,0.0,3.0
tosthr,15/02/2027 06:08:53,0.0,0.0
bengazi,18/01/2027 09:59:17,1.010001,4.0
farmcritters,18/01/2027 09:59:17,0.0,26.0
digiwarz,18/01/2027 09:59:17,0.28,12.0
alhub,18/01/2027 09:59:17,1.010001,37.0
1june,18/01/2027 09:59:17,5.0,10.00003
thsrot,15/02/2027 06:08:53,0.0,0.0
seaphase,18/01/2027 09:59:17,0.0,14.0
goldgems,18/01/2027 09:59:17,0.0,25.0
thefuneral,18/01/2027 09:59:17,0.0,14.0
91703,18/01/2027 09:59:17,0.4,46.0
sandheaver,18/01/2027 09:59:17,10.0,17.0
hnsaussie,18/01/2027 09:59:17,0.0,97.0
xn--20t,18/01/2027 09:59:17,256.0,1073.0
foreal,07/02/2027 03:30:29,8.0,35.0
mwdt,18/01/2027 09:59:17,0.0,0.0
katyina,18/01/2027 09:59:17,0.0,14.0
xfartx,18/01/2027 09:59:17,0.0,3.0
tldedo,18/01/2027 09:59:17,0.0,35.0
thxrto,15/02/2027 06:08:53,0.0,0.0
xn--xvhkj,18/01/2027 09:59:17,0.0,2.0
hnsia,18/01/2027 09:59:17,100.41,127.0
timecrazy,18/01/2027 09:59:17,0.0,4.0
xn--4o8hr3f,18/01/2027 09:59:17,0.39,4.0
hnsik,18/01/2027 09:59:17,3.0,12.5
cameraftp,18/01/2027 09:59:17,0.0,0.4
ihnsi,18/01/2027 09:59:17,3.0,12.5
finessefishing,18/01/2027 09:59:17,0.0,1.0
alphapetz,18/01/2027 09:59:17,1.13,17.0
cuevo,18/01/2027 09:59:17,0.0,5.0
otsthr,15/02/2027 06:08:53,0.0,0.0
catsstore,18/01/2027 09:59:17,0.0,3.0
regishake,18/01/2027 09:59:17,0.0,1.0
cattricks,18/01/2027 09:59:17,0.0,24.0
xn--6r8h0n,18/01/2027 09:59:17,7.0,9.0
gt03,18/01/2027 09:59:17,0.0,22.0
killbabykillers,18/01/2027 09:59:17,1.0,3.0
xn--sr8hf2f,18/01/2027 09:59:17,40.1,41.0
thugninja,18/01/2027 09:59:17,0.005,4.0
trstoh,15/02/2027 06:08:53,0.0,0.0
brendangeorge,18/01/2027 09:59:17,1.01,56.0
tohrxt,15/02/2027 06:08:53,0.0,0.0
41071,18/01/2027 09:59:17,0.4,37.0
evolvetoday,18/01/2027 09:59:17,0.37,7.0
xn--tu8ha,18/01/2027 09:59:17,150.0,165.0
alienshrooms,18/01/2027 09:59:17,1.3,4.0
xn--2023-uz33cpd,18/01/2027 09:59:17,1.52,17.0
111408,18/01/2027 09:59:17,11.0,32.0
allthetim,18/01/2027 09:59:17,0.0,7.9
n-e-w-s,18/01/2027 09:59:17,0.45,33.0
t1m4x4l,18/01/2027 09:59:17,0.0,4.0
xn--80af6aaljmg3h1c,18/01/2027 09:59:17,0.0,76.0
n-e-w,18/01/2027 09:59:17,0.45,13.0
imjj,18/01/2027 09:59:17,19.0,27.0
pro-equity,18/01/2027 09:59:17,0.0,3.0
throzt,15/02/2027 06:08:53,0.0,0.0
earthflora,18/01/2027 09:59:17,0.02,14.0
bloodynora,18/01/2027 09:59:17,0.75,3.0
compostheap,18/01/2027 09:59:17,0.0,3.0
chainown,18/01/2027 09:59:17,1.99,6.1
3ddev,18/01/2027 09:59:17,0.0,4.0
rhtoxt,15/02/2027 06:08:53,0.0,0.0
rshto,15/02/2027 06:08:53,0.0,0.0
grafi,18/01/2027 09:59:17,6.001,172.0
birthnumber,18/01/2027 09:59:17,0.0,3.0
sushiroom,18/01/2027 09:59:17,0.0,2.0
foodietv,18/01/2027 09:59:17,0.11,2.0
carimages,18/01/2027 09:59:17,0.0,14.0
killcommies,18/01/2027 09:59:17,0.0,13.0
tockphoto,18/01/2027 09:59:17,0.0,24.0
rhtxo,15/02/2027 06:08:53,0.0,0.0
xn--w4h6840o,18/01/2027 09:59:17,0.001,0.1
thsort,15/02/2027 06:08:53,0.0,0.0
torhxt,15/02/2027 06:08:53,0.0,0.0
maryf,18/01/2027 09:59:17,0.99,30.0
